Order,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
51,528188120,145,RL,2628.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5.0,2003.0,2003,Gable,CompShg,VinylSd,Wd Shng,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,764.0,764.0,GasA,Ex,Y,SBrkr,764.0,862.0,0,1626.0,0.0,0.0,2.0,1,2.0,1,Gd,6,Typ,0.0,2.0,474.0,Y,0,27,0,0,0,0,0,6,2010,WD ,Normal,175500
52,528218150,20,RL,17727.75,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5.0,2005.0,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1324.0,1324.0,GasA,Ex,Y,SBrkr,1324.0,0.0,0,1324.0,0.0,0.0,2.0,0,3.0,1,Gd,6,Typ,0.0,2.0,430.0,Y,36,23,0,0,0,0,0,1,2010,WD ,Normal,199500
53,528228285,120,RL,3203.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5.0,2006.0,2006,Gable,CompShg,VinylSd,VinylSd,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1129.0,1145.0,GasA,Ex,Y,SBrkr,1145.0,0.0,0,1145.0,0.0,0.0,2.0,0,2.0,1,Gd,6,Typ,0.0,2.0,437.0,Y,100,116,0,0,0,0,0,1,2010,WD ,Normal,160000
54,528228440,120,RL,3182.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5.0,2004.0,2005,Gable,CompShg,VinylSd,VinylSd,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1232.0,1256.0,GasA,Ex,Y,SBrkr,1269.0,0.0,0,1269.0,0.0,0.0,2.0,0,2.0,1,Gd,6,Typ,1.0,2.0,430.0,Y,146,20,0,0,0,0,0,4,2010,WD ,Normal,192000
55,528231020,80,RL,13300.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5.0,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,326.0,Unf,0.0,58.0,384.0,GasA,Ex,Y,SBrkr,744.0,630.0,0,1374.0,1.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,2.0,400.0,Y,100,0,0,0,0,0,0,6,2010,WD ,Normal,184500
56,528240070,60,RL,7851.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2002.0,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,625.0,Unf,0.0,235.0,860.0,GasA,Ex,Y,SBrkr,860.0,1100.0,0,1960.0,1.0,0.0,2.0,1,4.0,1,Gd,8,Typ,2.0,2.0,440.0,Y,288,48,0,0,0,0,0,5,2010,WD ,Normal,216500
57,528240130,60,RL,8577.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847.0,886.0,0,1733.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,2.0,433.0,Y,144,48,0,0,0,0,0,4,2010,WD ,Normal,185088
58,528250100,80,RL,7750.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5.0,2000.0,2000,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250.0,Unf,0.0,134.0,384.0,GasA,Ex,Y,SBrkr,774.0,656.0,0,1430.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,2.0,400.0,Y,180,0,0,0,0,0,0,4,2010,WD ,Normal,180000
59,528292020,60,RL,9505.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2001.0,2001,Gable,CompShg,VinylSd,VinylSd,180.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Ex,Y,SBrkr,884.0,1151.0,0,2035.0,0.0,0.0,2.0,1,3.0,1,Gd,8,Typ,1.0,2.0,434.0,Y,144,48,0,0,0,0,0,5,2010,WD ,Normal,222500
60,528328100,60,RL,14774.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5.0,1999.0,1999,Gable,CompShg,VinylSd,VinylSd,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1393.0,1393.0,GasA,Ex,Y,SBrkr,1422.0,1177.0,0,2599.0,0.0,0.0,2.0,1,4.0,1,Gd,10,Typ,1.0,3.0,779.0,Y,420,30,0,0,0,0,0,5,2010,WD ,Normal,333168
61,528344070,60,RL,17433.0,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.0,1998.0,1998,Hip,CompShg,VinylSd,VinylSd,114.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1629.0,1629.0,GasA,Ex,Y,SBrkr,1645.0,830.0,0,2475.0,0.0,0.0,2.0,1,4.0,1,Gd,7,Typ,1.0,3.0,960.0,Y,23,172,0,0,0,0,0,1,2010,WD ,Normal,339500
62,528358010,20,RL,10593.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5.0,1996.0,1996,Hip,CompShg,VinylSd,VinylSd,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919.0,Unf,0.0,801.0,1720.0,GasA,Ex,Y,SBrkr,1720.0,0.0,0,1720.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,1.0,2.0,527.0,Y,240,56,0,0,0,0,0,3,2010,WD ,Normal,260400
63,528363130,60,RL,12256.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.0,1994.0,1995,Gable,CompShg,HdBoard,HdBoard,362.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1032.0,Unf,0.0,431.0,1463.0,GasA,Ex,Y,SBrkr,1500.0,1122.0,0,2622.0,1.0,0.0,2.0,1,3.0,1,Gd,9,Typ,2.0,2.0,712.0,Y,186,32,0,0,0,0,0,4,2010,WD ,Normal,325000
64,528382020,60,RL,11764.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7.0,1999.0,2007,Gable,CompShg,VinylSd,VinylSd,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,0.0,628.0,1152.0,GasA,Ex,Y,SBrkr,1164.0,1106.0,0,2270.0,0.0,0.0,2.0,1,4.0,1,Gd,9,Typ,1.0,3.0,671.0,Y,132,57,0,0,0,0,0,4,2010,WD ,Normal,290000
65,528382030,60,RL,16770.0,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5.0,1998.0,1998,Gable,CompShg,VinylSd,VinylSd,30.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1195.0,1195.0,GasA,Gd,Y,SBrkr,1195.0,644.0,0,1839.0,0.0,0.0,2.0,1,4.0,1,TA,7,Typ,0.0,2.0,486.0,Y,0,81,0,0,0,0,0,6,2010,WD ,Normal,221000
66,528386040,50,RL,14720.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5.0,1995.0,1996,Hip,CompShg,VinylSd,VinylSd,406.875,Gd,TA,PConc,Gd,TA,Av,GLQ,816.0,Unf,0.0,1217.0,2033.0,GasA,Ex,Y,SBrkr,2053.0,1185.0,0,2667.875,1.0,0.0,2.0,1,4.0,1,Gd,9,Typ,1.0,3.0,666.0,Y,283,86,0,0,0,0,0,3,2010,WD ,Normal,339500
67,528445060,20,RL,8987.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5.0,2005.0,2006,Gable,CompShg,VinylSd,VinylSd,226.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1595.0,1595.0,GasA,Ex,Y,SBrkr,1595.0,0.0,0,1595.0,0.0,0.0,2.0,0,2.0,1,Gd,6,Typ,1.0,3.0,880.0,Y,144,0,0,0,0,0,0,5,2010,WD ,Normal,221500
68,528456160,20,FV,9215.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5.0,2009.0,2010,Hip,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1218.0,1218.0,GasA,Ex,Y,SBrkr,1218.0,0.0,0,1218.0,0.0,0.0,2.0,0,2.0,1,Gd,4,Typ,0.0,2.0,676.0,Y,0,136,0,0,0,0,0,4,2010,New,Partial,204500
69,528458070,60,FV,8640.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5.0,2009.0,2009,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,732.0,756.0,GasA,Ex,Y,SBrkr,764.0,783.0,0,1547.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,0.0,2.0,614.0,Y,169,45,0,0,0,0,0,6,2010,Con,Normal,215200
70,528458110,20,FV,9000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5.0,2008.0,2008,Gable,CompShg,VinylSd,VinylSd,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078.0,Unf,0.0,488.0,1566.0,GasA,Ex,Y,SBrkr,1566.0,0.0,0,1566.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,0.0,2.0,750.0,Y,144,168,0,0,0,0,0,4,2010,WD ,Normal,262500
71,528477080,60,FV,12552.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5.0,2004.0,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,222.0,Unf,0.0,769.0,991.0,GasA,Ex,Y,SBrkr,991.0,956.0,0,1947.0,0.0,0.0,2.0,1,3.0,1,Gd,8,Typ,1.0,2.0,678.0,Y,0,136,0,0,0,0,0,5,2010,WD ,Normal,254900
72,528480090,20,FV,10440.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5.0,2005.0,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1414.0,Unf,0.0,54.0,1468.0,GasA,Ex,Y,SBrkr,1468.0,0.0,0,1468.0,1.0,0.0,2.0,0,2.0,1,Gd,6,Typ,1.0,2.0,528.0,Y,0,102,0,0,0,0,0,5,2010,WD ,Normal,271500
73,531367050,60,RL,10142.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5.0,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656.0,Unf,0.0,300.0,956.0,GasA,Ex,Y,SBrkr,956.0,1128.0,0,2084.0,1.0,0.0,2.0,1,4.0,1,Gd,8,Typ,0.0,2.0,618.0,Y,0,45,0,0,0,0,0,1,2010,WD ,Normal,233000
74,531369060,60,RL,11920.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5.0,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,122.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,831.0,828.0,0,1659.0,0.0,0.0,2.0,1,3.0,1,Gd,8,Typ,0.0,2.0,484.0,Y,144,68,0,0,0,0,0,4,2010,WD ,Normal,181000
75,531380080,60,RL,8880.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5.0,1994.0,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695.0,Unf,0.0,253.0,948.0,GasA,Ex,Y,SBrkr,1222.0,888.0,0,2110.0,1.0,0.0,2.0,1,3.0,1,Gd,8,Typ,2.0,2.0,463.0,Y,0,130,0,0,0,0,0,5,2010,WD ,Normal,205000
76,531451110,120,RL,8012.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5.0,1980.0,1980,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543.0,BLQ,0.0,261.0,923.0,GasA,TA,Y,SBrkr,923.0,0.0,0,923.0,0.0,0.0,2.0,0,2.0,1,TA,5,Typ,1.0,1.0,264.0,Y,80,0,0,0,0,0,0,5,2010,WD ,Normal,143000
77,531451280,60,RL,11218.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5.0,1992.0,1992,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1055.0,1055.0,GasA,Ex,Y,SBrkr,1055.0,790.0,0,1845.0,0.0,0.0,2.0,1,3.0,1,Gd,8,Typ,1.0,2.0,462.0,Y,420,104,0,0,0,0,0,5,2010,WD ,Normal,189000
78,531452020,120,RL,7892.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5.0,1979.0,1979,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,918.0,918.0,GasA,TA,Y,SBrkr,918.0,0.0,0,918.0,0.0,0.0,2.0,0,2.0,1,TA,5,Typ,1.0,1.0,264.0,Y,28,0,0,0,0,0,0,4,2010,WD ,Normal,99500
79,531452050,120,RL,7175.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5.0,1984.0,1984,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623.0,LwQ,0.0,0.0,744.0,GasA,TA,Y,SBrkr,752.0,0.0,0,752.0,1.0,0.0,1.0,0,2.0,1,TA,4,Typ,0.0,1.0,264.0,Y,353,0,0,0,0,0,0,2,2010,WD ,Normal,125000
80,531452180,60,RL,9453.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7.0,1993.0,2003,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402.0,Unf,0.0,594.0,996.0,GasA,Ex,Y,SBrkr,1014.0,730.0,0,1744.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,0.0,2.0,457.0,Y,370,70,0,0,0,0,0,2,2010,WD ,Normal,194500
81,531453010,20,RL,9672.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5.0,1984.0,1985,Hip,CompShg,HdBoard,Plywood,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,Unf,0.0,702.0,1040.0,GasA,TA,Y,SBrkr,1097.0,0.0,0,1097.0,0.0,0.0,2.0,0,3.0,1,TA,6,Typ,0.0,2.0,480.0,Y,0,0,0,0,0,0,0,5,2010,WD ,Normal,152000
82,531453040,60,RL,8400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6.0,1980.0,1981,Gable,CompShg,HdBoard,HdBoard,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,650.0,650.0,GasA,TA,Y,SBrkr,888.0,676.0,0,1564.0,0.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,2.0,476.0,Y,0,50,0,0,0,0,0,4,2010,WD ,Normal,171000
83,531477050,30,RH,9800.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5.0,1920.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,N,FuseA,1012.0,0.0,0,1012.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,1.0,429.0,Y,121,0,0,0,0,0,0,4,2010,WD ,Normal,67500
84,532351140,90,RM,8930.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5.0,1978.0,1978,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,30.25,GasA,TA,Y,SBrkr,1318.0,584.0,0,1902.0,0.0,0.0,2.0,0,4.0,1,TA,8,Typ,0.0,2.0,539.0,Y,0,0,0,0,0,0,0,4,2010,WD ,Normal,112000
85,532354090,85,RL,11782.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7.0,1961.0,1995,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899.0,Unf,0.0,210.0,1109.0,GasA,TA,Y,SBrkr,1155.0,0.0,0,1155.0,1.0,0.0,1.0,0,3.0,1,Gd,6,Min2,0.0,2.0,576.0,Y,192,0,0,0,0,0,0,6,2010,WD ,Normal,148000
86,532376160,20,RL,8450.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,7.5,1965.0,2009,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553.0,BLQ,0.0,224.0,894.0,GasA,Ex,Y,SBrkr,894.0,0.0,0,894.0,1.0,0.0,1.0,0,3.0,1,TA,5,Typ,1.0,1.0,336.0,Y,416,144,0,0,0,0,0,4,2010,WD ,Normal,138500
87,532377060,20,RL,9819.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5.0,1967.0,1967,Gable,CompShg,MetalSd,MetalSd,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450.0,Unf,0.0,432.0,882.0,GasA,TA,Y,SBrkr,900.0,0.0,0,900.0,0.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,1.0,280.0,Y,0,0,0,0,0,0,0,2,2010,WD ,Normal,122000
88,532377100,20,RL,7500.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5.0,1963.0,1963,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,216.0,1040.0,GasA,Fa,Y,SBrkr,1040.0,0.0,0,1040.0,1.0,0.0,1.0,1,3.0,1,TA,5,Typ,0.0,1.0,308.0,Y,0,0,0,0,0,0,0,6,2010,WD ,Normal,133000
89,532378110,20,RL,6897.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7.5,1962.0,2010,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659.0,Unf,0.0,381.0,1040.0,GasA,Ex,Y,SBrkr,1040.0,0.0,0,1040.0,1.0,0.0,1.0,1,3.0,1,TA,6,Typ,0.0,1.0,260.0,Y,0,104,0,0,0,0,0,4,2010,WD ,Normal,127000
90,532479070,20,RL,15410.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6.0,1974.0,2002,Hip,CompShg,Plywood,Plywood,250.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,126.0,GLQ,0.0,223.0,1208.0,GasA,Ex,Y,SBrkr,1494.0,0.0,0,1494.0,1.0,0.0,2.0,0,3.0,1,TA,7,Typ,2.0,2.0,461.0,Y,296,0,0,0,0,0,0,4,2010,WD ,Abnorml,169000
91,533130020,60,RL,10186.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5.0,1992.0,1992,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,674.0,Unf,0.0,76.0,750.0,GasA,Ex,Y,SBrkr,1061.0,862.0,0,1923.0,1.0,0.0,2.0,1,3.0,1,Gd,8,Typ,1.0,2.0,564.0,Y,240,39,0,0,0,0,0,6,2010,WD ,Normal,190000
92,533130130,60,RL,13143.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.0,1993.0,1993,Gable,CompShg,HdBoard,ImStucc,406.875,Gd,TA,PConc,Gd,TA,No,LwQ,250.0,GLQ,0.0,0.0,1231.0,GasA,Ex,Y,SBrkr,1251.0,1098.0,0,2349.0,1.0,0.0,2.0,1,4.0,1,Gd,9,Typ,1.0,3.0,762.0,Y,32,130,0,0,0,0,0,6,2010,WD ,Normal,339500
93,533130160,60,RL,11134.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.0,1992.0,1993,Gable,CompShg,HdBoard,HdBoard,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1129.0,Unf,0.0,261.0,1390.0,GasA,Ex,Y,SBrkr,1402.0,823.0,0,2225.0,1.0,0.0,2.0,1,4.0,1,Gd,7,Typ,1.0,3.0,713.0,Y,198,30,0,0,0,0,0,6,2010,WD ,Normal,285000
94,533205060,120,FV,4835.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5.0,2004.0,2005,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1298.0,Unf,0.0,190.0,1488.0,GasA,Ex,Y,SBrkr,1488.0,0.0,0,1488.0,1.0,0.0,2.0,0,2.0,1,Gd,6,Typ,1.0,2.0,506.0,Y,168,50,0,0,0,0,0,3,2010,WD ,Normal,260000
95,533208090,145,FV,3515.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5.0,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840.0,840.0,0,1680.0,0.0,0.0,2.0,1,2.0,1,Gd,3,Typ,0.0,2.0,588.0,Y,0,111,0,0,0,0,0,1,2010,WD ,Normal,190000
96,533210060,145,FV,3215.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5.0,2004.0,2004,Gable,CompShg,MetalSd,MetalSd,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,0.0,320.0,600.0,GasA,Ex,Y,SBrkr,600.0,600.0,0,1200.0,0.0,0.0,2.0,1,2.0,1,Gd,4,Typ,0.0,2.0,480.0,Y,0,172,0,0,0,0,0,4,2010,ConLD,Normal,155000
97,533212010,145,FV,3182.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5.0,2004.0,2005,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,600.0,600.0,0,1200.0,0.0,0.0,2.0,1,2.0,1,Gd,4,Typ,0.0,2.0,480.0,Y,0,172,0,0,0,0,0,6,2010,WD ,Normal,151000
98,533212020,145,FV,2544.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5.0,2004.0,2005,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,368.0,ALQ,0.0,190.0,600.0,GasA,Ex,Y,SBrkr,600.0,600.0,0,1200.0,1.0,0.0,2.0,1,2.0,1,Gd,4,Typ,0.0,2.0,480.0,Y,0,172,0,0,0,0,0,2,2010,WD ,Normal,149500
99,533212060,145,FV,2544.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5.0,2005.0,2005,Gable,CompShg,VinylSd,VinylSd,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,376.0,Unf,0.0,224.0,600.0,GasA,Ex,Y,SBrkr,600.0,636.0,0,1236.0,1.0,0.0,2.0,1,2.0,1,Gd,4,Typ,0.0,2.0,480.0,Y,0,166,0,0,0,0,0,5,2010,WD ,Normal,152000
100,533213030,20,FV,4403.0,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5.0,2009.0,2009,Gable,CompShg,MetalSd,MetalSd,406.875,Ex,TA,PConc,Ex,TA,Av,GLQ,578.0,Unf,0.0,892.0,1470.0,GasA,Ex,Y,SBrkr,1478.0,0.0,0,1478.0,1.0,0.0,2.0,1,2.0,1,Gd,7,Typ,1.0,2.0,484.0,Y,0,144,0,0,0,0,0,6,2010,New,Partial,222000
101,533221090,145,FV,2117.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5.0,2000.0,2000,Gable,CompShg,MetalSd,MetalSd,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,378.0,Unf,0.0,378.0,756.0,GasA,Ex,Y,SBrkr,769.0,804.0,0,1573.0,0.0,0.0,2.0,1,3.0,1,Gd,5,Typ,0.0,2.0,440.0,Y,0,32,0,0,0,0,0,6,2010,WD ,Normal,177500
102,533221110,145,FV,2980.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5.0,2000.0,2000,Gable,CompShg,MetalSd,MetalSd,406.875,Gd,TA,PConc,Gd,TA,No,GLQ,466.0,Unf,0.0,290.0,756.0,GasA,Ex,Y,SBrkr,756.0,756.0,0,1512.0,1.0,0.0,2.0,1,2.0,1,Gd,5,Typ,0.0,2.0,440.0,Y,0,32,0,0,0,0,0,5,2010,WD ,Normal,177000
